Oscore,Cscore,Escore,AScore,Nscore,SS,Impulsive,Cannabis,Cannabis_User
-0.58331,-0.14277,0.32197,-0.01729,0.82562,0.40148,1.29221,CL6,Y
-0.45174,-0.14277,-1.23177,0.94156,0.41667,1.2247,0.88113,CL2,N
-0.45174,-1.0145,1.74091,-0.15487,-0.46725,0.7654,0.52975,CL4,Y
1.24033,0.25953,0.63779,0.13136,1.02119,0.40148,0.52975,CL0,N
-0.71727,-0.27607,-0.69509,-1.21213,0.31287,1.92173,0.52975,CL0,N
-1.11902,0.41594,-0.94779,-0.76096,-0.24649,-0.21575,-1.37983,CL1,N
-1.27553,-1.78169,-1.50796,-0.60633,-0.05188,-0.84637,1.29221,CL6,Y
0.7233,0.7583,-0.43999,0.28783,0.41667,0.7654,0.88113,CL1,N
0.88309,-0.00665,-0.30033,1.2861,0.22393,0.07987,0.88113,CL6,Y
0.58331,-0.40581,-0.94779,-1.07533,-1.55078,0.40148,0.52975,CL3,Y
0.88309,0.12331,1.45421,-0.01729,-0.58016,0.40148,0.88113,CL6,Y
-1.68062,1.81175,-0.69509,0.13136,-1.69163,0.07987,-0.71126,CL2,N
-0.84732,0.12331,-1.09207,-0.01729,1.13281,-2.07848,-0.21712,CL2,N
-0.31776,0.93949,0.00332,-1.21213,-0.46725,0.40148,-0.71126,CL6,Y
-0.71727,0.93949,-0.57545,0.43852,-1.1943,0.7654,0.88113,CL1,N
0.88309,1.13407,1.2861,1.11406,-1.32828,0.40148,0.88113,CL3,Y
-1.42424,-0.40581,-0.15487,-0.01729,-0.58016,-2.07848,0.88113,CL2,N
0.88309,0.41594,1.11406,0.28783,-0.46725,-0.21575,-2.55524,CL6,Y
0.44585,-2.57309,0.63779,0.13136,0.62967,1.2247,1.86203,CL0,N
0.88309,1.81175,1.74091,0.94156,-1.32828,-0.52593,-0.21712,CL0,N
0.29338,-0.89891,0.96248,-1.6209,1.02119,0.40148,0.88113,CL5,Y
1.43533,0.93949,-0.15487,-0.01729,-0.46725,0.7654,1.86203,CL1,N
-1.11902,1.30612,1.11406,2.46262,0.41667,-1.54858,-1.37983,CL0,N
-0.01928,-1.5184,-1.7625,0.13136,1.60383,-0.52593,0.88113,CL3,Y
-0.31776,-0.14277,-0.30033,0.13136,1.37297,0.40148,0.88113,CL2,N
-1.68062,0.41594,0.80523,-0.60633,-0.34799,-0.21575,-0.21712,CL0,N
0.44585,-1.64101,-1.6334,0.94156,0.13606,-0.84637,-0.21712,CL0,N
-0.58331,-3.15735,-2.5383,-2.21844,2.28554,1.2247,1.86203,CL6,Y
0.88309,0.25953,-0.57545,-0.01729,0.52135,0.7654,0.88113,CL6,Y
0.14143,1.30612,-0.30033,1.2861,-1.43907,-1.18084,-0.71126,CL6,Y
0.29338,0.58489,1.2861,0.43852,-1.32828,0.40148,-0.21712,CL5,Y
0.88309,-0.27607,0.80523,-0.15487,0.52135,1.2247,1.29221,CL6,Y
-0.58331,0.58489,0.00332,-0.60633,-0.58016,0.40148,-0.21712,CL6,Y
1.43533,-0.52745,0.47617,1.11406,-0.92104,0.07987,0.19268,CL5,Y
-0.01928,0.12331,0.47617,1.11406,-1.32828,-1.54858,-1.37983,CL0,N
-1.27553,2.04506,0.96248,2.23427,0.04257,-2.07848,-1.37983,CL0,N
2.44904,-0.65253,2.127,1.61108,0.22393,1.2247,1.29221,CL5,Y
0.58331,-0.40581,-1.23177,-0.60633,0.73545,0.40148,0.52975,CL6,Y
0.29338,-1.13788,-1.92173,-0.60633,-0.24649,0.40148,0.52975,CL4,Y
0.14143,-1.13788,-0.15487,-0.01729,0.62967,1.2247,0.19268,CL3,Y
0.88309,0.25953,0.47617,-0.76096,-0.14882,-0.21575,-0.71126,CL6,Y
-1.11902,0.93949,-1.23177,-2.5383,1.37297,-0.21575,-1.37983,CL6,Y
0.29338,-2.04506,-3.00537,-1.34289,0.82562,0.7654,0.88113,CL6,Y
0.58331,-0.89891,0.32197,0.59042,-0.05188,1.2247,0.88113,CL6,Y
0.58331,-2.04506,0.16767,-0.15487,0.91093,0.40148,-1.37983,CL3,Y
1.06238,2.04506,0.00332,2.03972,-0.92104,-0.21575,-1.37983,CL2,N
-1.42424,-0.52745,0.47617,-0.91699,-0.79151,0.07987,-0.71126,CL2,N
-0.01928,-0.65253,0.80523,1.11406,-0.92104,-0.84637,-0.21712,CL3,Y
-1.11902,-0.40581,1.11406,-1.772,0.22393,0.7654,0.52975,CL0,N
-0.01928,0.12331,-0.57545,-0.76096,0.13606,0.40148,-0.71126,CL6,Y
0.14143,0.12331,0.32197,1.61108,-0.46725,0.40148,1.29221,CL2,N
0.29338,-1.5184,-1.50796,-3.00537,1.02119,1.92173,1.29221,CL4,Y
1.88511,-0.14277,0.32197,0.59042,-1.1943,1.92173,2.90161,CL6,Y
-0.97631,-0.27607,-0.43999,-0.30172,-0.67825,-0.21575,-0.21712,CL6,Y
0.58331,-1.13788,1.11406,-0.60633,-0.46725,1.2247,0.52975,CL6,Y
0.7233,-1.0145,-2.21069,-0.76096,1.8399,-0.52593,-0.21712,CL6,Y
-0.01928,-2.18109,-0.30033,-1.772,0.13606,0.40148,1.29221,CL6,Y
0.7233,0.12331,2.57309,1.45039,-0.46725,1.2247,0.19268,CL5,Y
0.14143,0.58489,1.11406,-0.15487,0.13606,0.40148,0.88113,CL2,N
1.43533,-0.27607,0.00332,0.13136,0.04257,0.07987,0.19268,CL6,Y
-0.01928,2.33337,1.74091,0.13136,-1.05308,1.2247,0.52975,CL2,N
0.88309,1.13407,0.80523,-0.15487,1.23461,0.7654,0.88113,CL6,Y
0.14143,0.7583,-0.57545,0.59042,-0.46725,-2.07848,-1.37983,CL1,N
-0.45174,-0.00665,0.00332,-0.01729,-0.24649,-2.07848,-0.71126,CL0,N
-1.55521,0.58489,-0.69509,0.43852,-0.34799,-2.07848,-2.55524,CL0,N
-0.01928,0.7583,-0.43999,1.81866,-0.79151,-0.52593,-0.71126,CL0,N
-0.84732,-1.13788,-0.15487,-0.76096,0.04257,0.07987,1.29221,CL2,N
-0.84732,0.41594,0.47617,-1.47955,0.13606,1.2247,1.29221,CL0,N
-1.27553,1.13407,0.00332,-0.91699,1.49158,-0.52593,-0.71126,CL0,N
1.88511,-1.25773,1.2861,-2.5383,1.37297,1.2247,1.29221,CL3,Y
1.43533,-0.78155,-0.57545,-0.91699,-0.14882,0.40148,0.52975,CL6,Y
2.44904,-1.64101,0.32197,0.43852,0.22393,-0.21575,0.19268,CL5,Y
1.43533,1.13407,1.45421,1.45039,-0.67825,0.07987,-1.37983,CL3,Y
-0.58331,0.25953,0.16767,0.43852,0.04257,-0.52593,-0.21712,CL6,Y
-1.82919,0.41594,-1.37639,-1.34289,-0.58016,-1.18084,-1.37983,CL0,N
1.43533,-0.78155,0.32197,-0.01729,0.73545,1.92173,1.86203,CL6,Y
-0.58331,-1.25773,-1.23177,0.43852,1.37297,0.7654,0.88113,CL2,N
1.06238,-0.52745,1.2861,-0.01729,-0.34799,1.2247,0.52975,CL6,Y
0.29338,0.41594,0.80523,0.43852,-1.32828,-0.52593,0.19268,CL1,N
1.06238,-0.65253,0.32197,0.13136,0.31287,-0.52593,0.52975,CL3,Y
-1.11902,-1.78169,-1.7625,-0.76096,0.62967,0.07987,0.52975,CL6,Y
0.14143,-0.27607,-0.43999,0.28783,1.13281,-0.21575,-0.71126,CL2,N
-0.58331,-0.14277,0.80523,0.94156,-0.46725,-0.84637,0.52975,CL2,N
-0.84732,-1.38502,0.63779,-1.07533,0.82562,0.7654,1.29221,CL6,Y
0.14143,0.41594,-0.15487,-0.76096,0.41667,0.07987,-0.21712,CL6,Y
-1.68062,1.46191,-0.30033,1.2861,-0.05188,-1.18084,-1.37983,CL0,N
0.29338,1.63088,-0.30033,0.76096,0.82562,0.40148,0.52975,CL1,N
-0.17779,-0.52745,-0.30033,0.28783,-0.79151,0.07987,0.88113,CL5,Y
-0.01928,-1.13788,-0.30033,0.43852,0.13606,0.40148,-0.21712,CL6,Y
1.88511,-0.40581,1.2861,-2.5383,0.91093,0.07987,0.52975,CL4,Y
-0.31776,-2.04506,-2.11437,-0.01729,2.28554,-1.54858,-1.37983,CL0,N
1.06238,-1.0145,-0.94779,0.59042,0.41667,0.7654,0.52975,CL5,Y
-0.84732,1.13407,0.96248,0.28783,-0.46725,-0.21575,0.19268,CL1,N
-0.31776,-0.52745,1.2861,-0.15487,-0.79151,0.40148,0.19268,CL5,Y
-1.11902,-0.65253,0.32197,-0.15487,-1.86962,-0.21575,0.19268,CL1,N
-0.17779,-1.78169,0.47617,0.28783,-0.58016,0.7654,0.19268,CL5,Y
1.06238,0.12331,0.47617,0.59042,1.72012,0.7654,-1.37983,CL3,Y
1.06238,-1.0145,1.74091,0.28783,-0.14882,0.7654,0.88113,CL4,Y
0.88309,-0.00665,1.11406,0.13136,-0.05188,0.07987,0.52975,CL3,Y
-0.84732,1.13407,-0.57545,0.28783,0.22393,-2.07848,-1.37983,CL2,N
-0.17779,0.12331,0.16767,-0.30172,0.62967,-0.52593,0.19268,CL0,N
2.90161,1.81175,1.58487,1.2861,0.52135,1.92173,0.52975,CL6,Y
-1.11902,-0.52745,-1.23177,0.13136,1.49158,0.40148,-0.71126,CL4,Y
-1.11902,-0.78155,0.00332,1.45039,-0.46725,1.2247,-0.21712,CL4,Y
-0.58331,-0.40581,-0.80615,0.13136,0.41667,-1.54858,-1.37983,CL0,N
0.7233,-0.78155,0.32197,0.28783,1.37297,0.07987,-1.37983,CL3,Y
1.43533,0.12331,1.45421,0.94156,-0.79151,0.07987,0.52975,CL6,Y
-0.71727,0.93949,0.47617,2.03972,-0.58016,-0.21575,0.19268,CL0,N
1.24033,-1.64101,-0.94779,-0.60633,-0.14882,1.2247,0.52975,CL6,Y
-0.17779,-2.18109,-0.43999,0.76096,2.28554,0.40148,1.29221,CL6,Y
-0.84732,1.13407,0.47617,-0.76096,0.04257,0.7654,0.52975,CL6,Y
-0.84732,0.93949,0.63779,-2.21844,0.82562,1.92173,1.86203,CL0,N
0.44585,-0.78155,0.16767,-1.6209,2.28554,0.07987,1.29221,CL3,Y
0.29338,0.93949,0.32197,-1.34289,-0.79151,-0.52593,0.88113,CL5,Y
-0.71727,0.25953,1.2861,-0.30172,-0.92104,-0.21575,-1.37983,CL0,N
-0.45174,1.30612,-1.37639,-0.15487,-0.05188,-1.18084,-0.21712,CL2,N
0.7233,0.41594,0.16767,-1.07533,0.31287,1.2247,0.52975,CL0,N
1.24033,0.58489,1.58487,1.2861,0.04257,0.40148,1.29221,CL3,Y
0.14143,0.58489,-0.30033,0.43852,-1.1943,-0.84637,-1.37983,CL2,N
0.88309,-0.14277,-0.94779,0.13136,1.02119,0.40148,-0.71126,CL6,Y
-1.11902,-0.00665,0.47617,0.59042,-0.79151,-0.21575,-0.71126,CL0,N
-0.31776,-0.52745,-0.69509,-0.30172,0.22393,-0.84637,-0.71126,CL1,N
-0.01928,-1.0145,0.16767,-0.15487,-0.34799,0.7654,1.29221,CL4,Y
0.44585,0.25953,0.80523,-0.15487,1.02119,0.40148,-0.21712,CL6,Y
-0.45174,-1.0145,-0.30033,-0.45321,1.8399,1.92173,1.86203,CL6,Y
-0.71727,-1.5184,-0.57545,-0.45321,1.49158,0.7654,1.29221,CL6,Y
-0.45174,1.81175,-0.15487,-1.47955,0.52135,-1.54858,-0.71126,CL0,N
1.06238,0.41594,0.32197,-1.772,-0.58016,0.40148,1.86203,CL2,N
-0.45174,-0.78155,0.63779,-1.21213,0.91093,1.92173,0.88113,CL6,Y
0.14143,-0.52745,-0.57545,0.94156,1.02119,-0.21575,0.88113,CL5,Y
0.29338,0.93949,-0.15487,-0.45321,0.31287,-0.21575,-0.71126,CL2,N
0.29338,-0.00665,1.58487,-1.47955,0.22393,0.7654,-0.21712,CL6,Y
-0.45174,-1.78169,-1.37639,-0.60633,1.23461,0.40148,0.19268,CL6,Y
0.29338,-1.13788,-1.23177,-0.45321,0.22393,-1.18084,0.19268,CL6,Y
2.15324,-0.00665,0.16767,0.76096,0.62967,1.2247,0.19268,CL6,Y
0.44585,1.13407,-0.15487,-0.45321,-0.92104,-0.52593,-0.71126,CL0,N
1.43533,1.30612,1.58487,1.45039,-0.46725,-0.21575,-0.21712,CL0,N
1.65653,-0.65253,0.32197,-0.60633,0.52135,-0.52593,-0.21712,CL0,N
0.29338,-1.38502,-0.15487,-1.6209,-0.58016,0.40148,0.19268,CL6,Y
-0.17779,-1.25773,0.47617,-0.76096,-0.24649,0.07987,0.19268,CL6,Y
-1.27553,-1.0145,-3.27393,0.28783,1.60383,-1.54858,-1.37983,CL2,N
0.88309,-0.40581,-0.80615,0.13136,0.41667,-0.21575,0.52975,CL2,N
0.29338,0.41594,1.74091,1.11406,-1.32828,-0.21575,-0.21712,CL5,Y
0.7233,-0.40581,-0.15487,-1.772,-0.92104,-0.21575,-0.21712,CL6,Y
-0.01928,-1.5184,-0.80615,-0.45321,0.62967,0.7654,1.29221,CL2,N
-0.01928,0.58489,0.00332,-0.15487,0.62967,-0.52593,0.19268,CL0,N
-1.55521,1.63088,0.96248,2.23427,-0.14882,-0.52593,-0.21712,CL0,N
-0.45174,0.93949,0.96248,0.76096,-1.1943,-0.84637,-0.71126,CL6,Y
-0.84732,0.7583,1.11406,-1.07533,0.31287,-0.52593,-0.21712,CL3,Y
1.24033,0.93949,2.32338,0.94156,-1.1943,0.7654,0.19268,CL6,Y
1.06238,-0.52745,-1.23177,-2.07848,1.02119,1.2247,1.29221,CL6,Y
1.65653,-1.25773,-0.80615,0.13136,0.73545,-0.52593,-0.21712,CL6,Y
2.44904,1.30612,0.63779,0.76096,-1.1943,0.07987,-1.37983,CL4,Y
0.44585,-0.27607,-1.50796,0.76096,0.31287,0.7654,-0.21712,CL5,Y
-0.97631,-0.14277,-0.57545,0.59042,-0.67825,-2.07848,-1.37983,CL2,N
0.44585,-1.38502,-1.23177,-0.76096,1.8399,-1.18084,0.19268,CL4,Y
-0.01928,1.46191,0.32197,-0.30172,-0.67825,-1.54858,-1.37983,CL0,N
0.14143,0.93949,0.96248,-0.01729,-0.46725,-0.21575,0.88113,CL0,N
0.88309,-0.52745,-1.92173,-0.15487,0.41667,-0.52593,0.19268,CL0,N
0.88309,1.81175,1.93886,-0.45321,-1.05308,0.07987,-0.71126,CL6,Y
-0.71727,-1.0145,-1.09207,0.28783,-0.14882,0.40148,-0.21712,CL6,Y
-0.17779,-0.65253,0.63779,-0.15487,-0.46725,-0.21575,0.88113,CL1,N
-0.31776,-0.65253,-1.09207,-0.15487,1.23461,0.7654,1.29221,CL4,Y
0.7233,0.58489,-1.37639,-0.45321,2.82196,0.7654,-0.21712,CL0,N
-0.58331,1.30612,-0.15487,-0.30172,0.31287,-0.52593,-0.71126,CL6,Y
-0.01928,-0.00665,0.00332,0.76096,0.62967,-0.52593,-1.37983,CL0,N
-1.27553,-1.38502,-1.37639,-1.772,1.13281,-0.52593,0.52975,CL6,Y
-0.31776,-0.00665,2.127,-0.60633,0.04257,0.07987,1.29221,CL0,N
1.65653,0.93949,1.2861,-0.30172,0.31287,0.07987,0.52975,CL0,N
-1.42424,0.25953,-0.94779,-0.45321,-0.14882,-0.84637,0.52975,CL2,N
0.88309,-0.89891,-0.57545,-0.01729,1.23461,0.7654,0.88113,CL6,Y
1.65653,0.25953,-0.15487,0.13136,0.91093,1.2247,0.52975,CL3,Y
1.43533,0.7583,-0.43999,1.2861,0.41667,-0.52593,-0.21712,CL1,N
-1.11902,-0.00665,-0.80615,0.59042,-0.34799,0.40148,0.52975,CL0,N
0.29338,-1.64101,-1.37639,-1.92595,1.98437,0.07987,-0.21712,CL6,Y
0.44585,0.7583,0.63779,-1.07533,0.62967,-0.21575,-0.21712,CL2,N
-0.71727,-2.18109,-0.80615,-1.21213,1.60383,0.07987,-0.21712,CL4,Y
1.65653,-0.40581,-1.92173,-0.01729,-0.05188,-0.52593,-0.71126,CL3,Y
1.43533,0.41594,-1.50796,-1.772,1.98437,0.07987,0.52975,CL2,N
-1.55521,-0.27607,-0.30033,-0.45321,0.91093,-0.21575,-0.21712,CL0,N
-0.17779,-0.52745,-0.30033,1.11406,-0.79151,0.07987,-0.71126,CL3,Y
0.88309,0.58489,0.47617,1.61108,-0.58016,0.40148,-0.21712,CL4,Y
0.14143,-0.89891,-1.7625,1.45039,1.98437,-0.52593,0.19268,CL3,Y
-0.17779,-1.92173,-0.80615,-0.15487,0.52135,1.2247,0.52975,CL4,Y
1.24033,-0.52745,-0.57545,1.2861,-0.05188,0.7654,0.19268,CL6,Y
1.43533,-1.13788,0.80523,0.13136,1.60383,0.40148,0.52975,CL1,N
-0.58331,0.7583,0.00332,-0.91699,-0.34799,0.40148,0.52975,CL6,Y
1.43533,1.63088,-0.80615,0.28783,0.13606,-0.21575,-0.71126,CL6,Y
0.44585,0.41594,-0.15487,0.28783,-0.05188,-0.21575,-1.37983,CL2,N
-0.01928,-0.78155,0.16767,-0.76096,0.04257,0.7654,0.88113,CL1,N
-0.97631,0.7583,0.63779,-1.07533,-1.05308,1.92173,0.19268,CL1,N
1.88511,-0.40581,1.45421,-0.91699,-0.79151,0.40148,1.29221,CL6,Y
-0.01928,-0.78155,-1.50796,-2.07848,1.49158,0.7654,0.88113,CL3,Y
-0.97631,0.41594,0.16767,0.76096,-0.34799,-1.18084,-1.37983,CL0,N
1.65653,0.41594,2.32338,-1.34289,1.02119,1.92173,1.29221,CL2,N
-0.84732,0.12331,0.16767,-0.76096,-0.92104,-2.07848,-1.37983,CL0,N
0.44585,-0.52745,0.16767,-0.30172,0.62967,0.07987,0.88113,CL3,Y
-0.01928,0.7583,0.32197,-0.60633,0.31287,0.40148,-0.71126,CL6,Y
0.14143,1.30612,0.63779,-1.07533,0.52135,0.40148,-0.21712,CL6,Y
0.88309,-1.78169,-0.69509,-0.30172,1.60383,1.92173,1.29221,CL3,Y
0.29338,1.13407,0.80523,0.94156,-2.05048,-1.18084,-2.55524,CL1,N
-0.45174,0.93949,0.32197,1.45039,0.62967,-0.52593,-1.37983,CL0,N
1.06238,-0.89891,-0.30033,-0.30172,0.31287,1.92173,0.88113,CL6,Y
-0.31776,-0.14277,-0.30033,-0.91699,-0.79151,0.7654,0.52975,CL6,Y
-0.31776,-0.14277,0.00332,-0.15487,1.23461,0.7654,1.29221,CL3,Y
0.7233,-0.52745,0.63779,-0.60633,0.52135,0.07987,0.19268,CL6,Y
0.29338,-0.00665,0.63779,-0.45321,-0.24649,1.2247,1.29221,CL6,Y
1.65653,0.41594,2.127,1.11406,-0.46725,1.2247,0.88113,CL3,Y
-1.55521,1.63088,-0.30033,2.03972,-0.67825,-1.54858,-1.37983,CL0,N
1.65653,-0.00665,0.16767,0.94156,-0.05188,0.40148,0.19268,CL4,Y
-0.17779,1.13407,0.47617,2.75696,-2.21844,-0.84637,-0.71126,CL1,N
-0.01928,0.58489,0.16767,0.59042,-0.46725,-1.18084,-1.37983,CL2,N
1.43533,0.12331,-0.43999,-1.07533,1.02119,0.40148,-0.71126,CL6,Y
-1.55521,1.30612,-0.57545,-1.6209,-1.43907,0.07987,-0.71126,CL2,N
0.44585,-0.65253,-1.09207,2.75696,0.22393,0.40148,-0.71126,CL3,Y
0.88309,-0.89891,-0.94779,0.13136,1.8399,-0.52593,-0.71126,CL0,N
-0.17779,0.58489,1.74091,0.28783,0.31287,0.7654,0.52975,CL0,N
0.58331,-0.00665,-1.37639,-2.78793,0.22393,1.2247,0.88113,CL5,Y
-0.97631,1.13407,0.80523,1.45039,-0.46725,-1.18084,-1.37983,CL0,N
-0.71727,0.7583,-0.57545,1.11406,-0.46725,-0.52593,-0.71126,CL2,N
1.06238,-0.27607,1.58487,0.43852,0.41667,1.2247,0.52975,CL5,Y
-0.84732,0.7583,-0.69509,-1.21213,1.02119,1.2247,1.86203,CL4,Y
1.06238,-0.78155,0.80523,-0.45321,-0.46725,0.40148,1.86203,CL3,Y
0.14143,1.13407,1.2861,0.59042,-0.24649,0.07987,0.19268,CL0,N
-0.58331,-1.25773,-1.7625,-0.30172,1.72012,-0.84637,0.88113,CL6,Y
1.43533,-1.38502,1.45421,0.13136,-0.14882,0.7654,0.52975,CL6,Y
0.14143,0.93949,0.32197,0.59042,0.82562,-0.52593,-0.71126,CL0,N
-0.58331,-1.92173,0.96248,-0.91699,1.13281,1.92173,1.86203,CL2,N
-0.01928,-0.27607,0.00332,0.76096,0.31287,-1.18084,-1.37983,CL0,N
0.14143,0.12331,0.32197,-0.60633,-0.58016,0.7654,1.29221,CL6,Y
-0.01928,-1.5184,0.16767,-0.30172,-1.69163,0.07987,0.19268,CL4,Y
1.06238,1.30612,0.47617,1.81866,-1.05308,1.2247,-0.21712,CL6,Y
2.90161,-0.27607,2.57309,1.11406,-1.69163,1.92173,0.52975,CL6,Y
1.43533,0.25953,1.2861,1.2861,-1.1943,-0.21575,-0.71126,CL3,Y
-0.17779,-0.00665,0.00332,1.2861,0.31287,-0.21575,0.19268,CL3,Y
1.06238,-0.78155,0.00332,-1.21213,1.23461,1.92173,0.52975,CL6,Y
0.29338,-1.13788,-0.57545,-1.21213,1.23461,0.40148,1.29221,CL6,Y
-0.45174,-0.65253,-1.09207,-1.6209,0.13606,1.2247,1.86203,CL6,Y
-0.17779,0.41594,-0.30033,0.76096,-0.14882,-0.21575,-0.21712,CL5,Y
-1.68062,-0.78155,-1.09207,0.28783,0.91093,0.07987,-0.71126,CL2,N
0.7233,-1.13788,0.80523,1.61108,-0.79151,-0.21575,0.19268,CL2,N
-0.97631,0.25953,0.63779,0.94156,-0.92104,-2.07848,-1.37983,CL5,Y
-0.17779,-1.5184,-0.57545,-0.01729,-0.24649,-0.21575,-0.21712,CL0,N
-0.17779,-1.13788,-0.15487,-2.35413,1.37297,0.40148,0.88113,CL6,Y
-0.71727,-0.14277,-0.43999,0.94156,0.31287,-0.21575,0.19268,CL5,Y
0.7233,0.41594,-0.57545,-0.15487,0.62967,-0.84637,0.52975,CL0,N
0.7233,0.58489,0.80523,0.28783,-1.55078,0.40148,-0.21712,CL6,Y
-0.71727,-1.13788,-1.37639,-1.21213,-1.1943,-0.21575,0.19268,CL4,Y
-0.17779,1.81175,1.2861,0.59042,-1.32828,-1.18084,-2.55524,CL0,N
1.43533,0.12331,0.80523,1.11406,-1.32828,0.40148,-0.21712,CL6,Y
0.58331,1.63088,-0.69509,0.28783,1.23461,-1.54858,-1.37983,CL2,N
0.29338,-0.78155,0.80523,-1.07533,-0.67825,0.7654,-0.21712,CL6,Y
-1.27553,-0.65253,-0.69509,0.43852,1.37297,-0.84637,-0.21712,CL2,N
0.58331,-0.52745,-0.43999,-0.76096,0.82562,1.2247,0.88113,CL6,Y
-0.17779,-1.92173,0.16767,-0.01729,0.41667,0.7654,1.29221,CL5,Y
-0.58331,-1.13788,1.2861,-0.60633,-1.69163,0.7654,1.86203,CL0,N
-0.17779,1.46191,0.47617,0.76096,-0.67825,-0.52593,-0.21712,CL0,N
0.44585,-0.78155,0.80523,-0.30172,0.62967,1.92173,1.29221,CL6,Y
-1.27553,-0.27607,-1.37639,0.28783,0.62967,-0.84637,-0.71126,CL0,N
0.7233,-0.27607,0.00332,0.43852,-1.1943,0.40148,0.19268,CL6,Y
1.88511,0.41594,0.47617,1.61108,-1.05308,0.07987,-0.21712,CL6,Y
0.7233,1.30612,1.11406,-0.30172,-1.86962,0.40148,-0.21712,CL5,Y
-1.55521,0.58489,-0.94779,1.81866,-1.69163,-0.84637,-2.55524,CL5,Y
-0.31776,0.58489,1.11406,-1.21213,1.02119,1.2247,0.88113,CL6,Y
1.65653,-0.52745,1.45421,-0.01729,-0.92104,1.92173,1.86203,CL6,Y
-0.17779,1.81175,1.93886,1.11406,-1.69163,0.7654,0.19268,CL0,N
-1.97495,1.63088,1.74091,-1.07533,-0.58016,0.40148,0.88113,CL0,N
-0.17779,-1.5184,-0.15487,-1.92595,1.37297,-0.21575,-0.71126,CL3,Y
0.14143,0.25953,0.63779,0.13136,0.04257,-1.18084,-0.21712,CL0,N
0.14143,-0.65253,-0.94779,-0.01729,-2.05048,0.40148,0.19268,CL6,Y
0.44585,-1.92173,-2.03972,-1.21213,0.82562,1.2247,1.86203,CL5,Y
2.15324,-0.00665,0.16767,-0.30172,-1.55078,0.40148,0.88113,CL5,Y
-0.58331,-0.65253,-0.69509,0.13136,-0.67825,-0.84637,-1.37983,CL6,Y
1.24033,-0.14277,-0.15487,0.94156,-0.14882,1.92173,0.88113,CL6,Y
-0.17779,0.7583,0.96248,-0.45321,0.41667,-0.21575,0.19268,CL6,Y
-1.11902,-0.52745,1.2861,0.59042,-0.34799,0.07987,0.52975,CL2,N
1.24033,-1.13788,-1.92173,1.45039,1.98437,1.2247,-0.21712,CL4,Y
-0.45174,0.7583,0.96248,0.43852,-0.79151,0.7654,0.88113,CL4,Y
-0.01928,-0.14277,-0.80615,-1.6209,-0.24649,-0.52593,-0.21712,CL2,N
-0.45174,-0.00665,1.2861,-0.15487,-1.05308,-0.84637,0.88113,CL2,N
1.24033,1.13407,1.2861,0.13136,-1.69163,1.92173,0.52975,CL6,Y
-0.31776,0.93949,-0.43999,0.59042,-1.32828,-1.18084,-0.71126,CL0,N
-1.27553,0.93949,0.00332,-0.15487,-0.34799,-1.18084,-0.21712,CL0,N
0.88309,-0.78155,-0.57545,0.43852,-0.05188,0.07987,-0.21712,CL6,Y
0.44585,0.58489,1.45421,0.43852,-1.55078,-1.18084,-0.71126,CL2,N
-0.45174,0.7583,0.00332,-0.60633,0.13606,0.40148,-0.21712,CL0,N
-1.11902,1.63088,0.96248,0.94156,-0.05188,-2.07848,-1.37983,CL0,N
-1.27553,0.41594,-0.94779,-0.60633,-0.14882,0.07987,-0.21712,CL1,N
-1.27553,1.81175,0.32197,1.11406,-0.14882,1.2247,0.52975,CL3,Y
1.43533,-0.00665,1.11406,-0.30172,-0.14882,0.7654,0.19268,CL5,Y
-0.17779,-0.40581,-1.50796,0.28783,1.60383,-1.54858,-0.71126,CL0,N
-0.31776,0.58489,0.80523,0.94156,0.41667,0.07987,-0.21712,CL2,N
-0.31776,0.41594,0.16767,-0.30172,-0.24649,1.2247,0.88113,CL0,N
-0.84732,-1.25773,-0.57545,-0.45321,0.13606,0.07987,0.52975,CL1,N
-0.71727,0.25953,-2.44904,-0.01729,-0.34799,-0.84637,-1.37983,CL6,Y
-0.31776,-1.38502,-1.23177,-0.45321,0.52135,-0.84637,-1.37983,CL6,Y
0.7233,-0.27607,-0.57545,1.2861,-0.92104,-0.21575,-0.71126,CL6,Y
-0.31776,-0.89891,-0.57545,-1.47955,0.31287,0.7654,-1.37983,CL4,Y
0.14143,-1.78169,-0.43999,0.13136,1.23461,-1.18084,0.52975,CL0,N
-0.71727,1.46191,-1.09207,-0.15487,-0.24649,-0.84637,-1.37983,CL2,N
1.88511,0.12331,-0.15487,1.45039,0.62967,-0.84637,0.88113,CL6,Y
1.65653,-0.40581,-0.15487,-0.91699,1.37297,0.07987,-0.21712,CL5,Y
-1.82919,0.41594,0.16767,-0.45321,-0.24649,-0.52593,-1.37983,CL1,N
0.88309,-0.40581,-0.69509,-1.772,1.02119,0.40148,0.19268,CL3,Y
-0.01928,-0.00665,-1.92173,0.13136,0.62967,1.2247,0.19268,CL6,Y
0.44585,0.41594,0.47617,0.43852,-0.92104,-0.52593,-0.71126,CL3,Y
0.7233,0.25953,-0.80615,-0.45321,-1.1943,-0.21575,1.29221,CL2,N
-0.17779,-1.0145,-0.43999,0.59042,0.52135,0.40148,0.52975,CL6,Y
-0.97631,0.93949,1.2861,0.43852,-1.55078,1.92173,0.19268,CL6,Y
-0.71727,1.46191,0.47617,1.45039,-0.46725,-0.84637,-0.21712,CL1,N
