Oscore,Cscore,Escore,AScore,Nscore,SS,Impulsive,Ketamine,Ketamine_User
1.3783310674239015,0.3581169308046256,-0.848836979794287,0.0651712408632344,0.1630823388357151,1.92173,0.5834523325609049,CL1,N
0.0206111693354927,-0.1310958745513141,0.3351947292402833,-0.7345662877840649,-0.6499257517581325,0.07987,0.1575341242369123,CL1,N
0.1115003801958407,0.4747253101925682,0.9907093060165172,-0.7494355296011319,0.3191922681987651,0.8509371437748139,-0.21712,CL1,N
1.294400557484514,1.3663864358335795,-0.4017809003297195,-0.2857253414998075,0.41667,0.3664507720786727,-0.1357721580249317,CL1,N
-0.499274123477131,-0.4701358128453854,1.1424524819034565,0.5342063145618412,-2.447249139076197,0.07987,0.4795293151081265,CL1,N
-0.6139588546808695,-0.9848873296104116,-0.80615,-1.4892966818787434,-0.24649,-0.2391586963855357,-0.4510341168175163,CL1,N
0.1018841451345737,-0.2432689144822268,-0.5300908662654751,-1.2095782237504238,0.332407873188545,-0.0691989992998273,-1.0937223470189794,CL1,N
-0.3759873490530538,-0.1350812948855891,-0.9988635335202932,-1.2868601550788623,0.782918533755427,-0.2371478812200658,-1.37983,CL1,N
-0.7167301107623505,1.4692195851201597,0.9270218429548212,-0.0715467812509286,-0.0364732065506283,-0.556827860815748,0.4641808071827432,CL1,N
-0.0178748423769146,-0.0679837338648466,0.47617,0.0170348183468259,-0.4968004536159585,0.2247828867783819,-0.21712,CL1,N
0.0213996036598119,0.1430831388770154,1.075691421051868,-0.2450259181926003,0.6059718663177961,1.1084400164211834,-0.21712,CL1,N
-0.0647651199888719,0.3030268416632512,1.070934111698108,-0.1966501602924715,0.1094612449047111,0.2258724525888851,0.7811591949365431,CL1,N
-0.1425595496336742,0.58489,0.7348343440003084,-0.0890013919473323,0.372383619863914,0.7956096374554231,1.0779410728179288,CL1,N
1.208502262536642,-0.9626387934600632,-0.0185695914139454,-0.6989513273421442,0.5011507367120367,1.7979328847180538,0.9541405133926836,CL1,N
0.8721794223350532,-1.2151114397564848,0.7330864513928717,1.0144135754354102,1.23461,0.2090148553341914,1.86203,CL1,N
1.3016886196241344,1.371326366475584,-0.3965344418713163,-0.2865524934630219,0.41667,0.3682622827554817,-0.1399790016528921,CL1,N
0.0709516329829566,-0.2568656696417377,-0.5161151900108134,-1.1041429107616982,0.5569787301843732,0.0366884124005817,-1.37983,CL1,N
-0.5074573822926691,0.5176145525634216,0.2758565301456755,-0.0301860476576263,0.6474215050413594,1.2563033192658837,1.3180456216864207,CL1,N
-0.3052079408515864,-0.0038530266598313,0.4310248310223515,-0.869514135990427,-0.7173594615970855,-0.0222096312672648,-0.1194567359709471,CL1,N
0.3257487400944822,0.1066260250545622,0.2849229860071278,1.7510445043677645,0.1325629482708504,0.40148,-0.5234499821537694,CL1,N
-0.6840684970325946,0.1802148948797314,0.5755247837457539,-1.0133506572292843,-0.769180323624356,-0.157467297102526,-0.5330444988257133,CL1,N
-1.008021170330816,-1.195326558821858,-0.8740215126183916,-0.916570264428618,-0.2951270977885254,0.2339801184213561,-0.1165888204281979,CL1,N
1.2428184303746084,-0.8448470113022064,0.6703668456341467,0.6353877304815105,1.23461,-0.2746910005211253,1.86203,CL1,N
1.3732966268921951,0.3380871604307257,-0.8400969372506252,0.0593251073185999,0.1654690915650649,1.92173,0.5881956003287854,CL1,N
-0.8966777968113004,-1.3304018102928103,-1.4022763818798891,-0.7736619525347571,1.3963485651490333,0.7846544920913392,1.2564696611536137,CL1,N
0.7683474252464078,-1.2528288258878575,0.2269284518913621,0.5338880232130093,0.7524618859639858,1.3702585595756551,1.348936193657727,CL1,N
1.185417683891849,-0.4093984961557152,-0.5139296214307997,-0.1588451906693066,0.2545396798795606,1.92173,0.7652083446415927,CL1,N
1.8271946435313933,-1.160512900954864,1.273989395151679,-2.463770222720531,1.3632302692001064,1.2737668152605508,1.2632723840906317,CL1,N
-0.5213385681071137,1.267869604288734,0.9696079216854958,-0.0905183601511851,0.0028102895760257,-0.3386340192293698,0.5591145438732622,CL1,N
1.4071597718190985,-0.4554395971619458,1.1861564495566683,-1.9232381886080128,1.2925922411105593,1.629627069085768,1.053400451544729,CL1,N
0.0764742069608472,0.4960971857991988,1.100474439510894,-0.1680316279049032,0.1276808335524044,0.346159934683395,0.8496370969477364,CL1,N
0.14143,0.58489,1.00528076757197,-0.7017945851566847,0.1991186565077912,0.6626420152078685,0.0929864981258475,CL1,N
0.077161234214504,-0.2227626359330059,0.1307497941481443,-0.9496118001369772,-0.7462167362773613,0.7668765220943978,0.8525022279626262,CL1,N
-0.6972839624395566,-0.402790332464083,-0.9256531417443654,-0.4676896945232364,-0.358312822148373,0.4206402490281918,0.5474960745293301,CL1,N
0.0091377039536214,-0.1663409037210985,-0.741403397550507,-1.5244290476885245,-0.1107159361349717,-0.418808818647851,-0.4227173403267698,CL1,N
-0.3307168711896879,-0.2377653378300467,-1.3636559614198531,-0.15487,0.5688934939042718,0.07987,0.6975406119834464,CL1,N
1.313403648149725,-0.7743331291961028,0.6584224012145875,0.5632053070771896,1.23461,-0.3668088899878569,1.86203,CL1,N
-0.01928,-0.14277,0.1633741447156982,-0.8818539827262901,-0.6175513629068272,-0.0052959124306191,0.1350685920863854,CL1,N
0.2397927121665861,-0.0339037972908821,0.47617,-0.2442555446173716,-0.4141142954252626,0.1442624019006804,-0.21712,CL1,N
1.196495300892033,1.4930993493378726,-0.326109159191142,-0.1650827037115066,0.41667,0.2875485204958571,-0.4317389759640036,CL1,N
-1.1842774518807566,-1.421883981569608,-1.073300047741244,-1.3378582369251626,2.036997015569169,1.92173,1.86203,CL1,N
0.294651572922075,1.3475690434610368,-0.3144518544861148,0.8566843687829624,0.4606742540145106,-0.0882347619465895,-1.2417082905798995,CL1,N
0.3596946926574034,-0.0318632961440334,0.4476077735423894,-0.5102140544249654,-0.4091635467567475,0.07987,-0.1412133826048715,CL1,N
1.3539477329852945,-0.733830019503877,0.6515615232131445,0.5217437887821584,1.23461,-0.4197213218416745,1.86203,CL1,N
0.707583893456313,-1.32596819776178,0.3358894597999101,0.7065712530392024,0.8433060910995054,1.2562937975773092,1.4456110486248883,CL1,N
0.4995121316041692,-1.5764183858636986,0.7090032045215882,1.2978881632605377,1.1543827066244514,0.8660457636089873,1.7766534815977657,CL1,N
0.1118189644975729,0.4758979525785224,0.9904088206176213,-0.7512190545608015,0.3181782538746902,0.8500266480384837,-0.21712,CL1,N
-0.9281309859848784,-1.453086073172896,-1.3349296393583725,-1.1679862862681325,1.817505280746588,1.2337774551989154,1.4956543519076455,CL1,N
0.2256105701767481,-0.0711029296917873,0.403156175738513,-0.5989298729991739,-0.5043683761387723,0.07987,-0.0230793697642194,CL1,N
0.1233815688096729,-0.2610998308899844,-0.481111358749612,-1.1365998811804288,0.4351182321872894,0.0118360281556834,-1.2492526157096313,CL1,N
1.0645059465334124,0.1197413721384855,1.1145045539139309,-1.482285825717125,1.2349675242939515,1.9199288641326016,0.8821922368224753,CL1,N
0.4748275247246625,0.4177912112900703,1.017354202505852,-1.1206450426289225,0.5898111122088299,1.184008566985036,0.1804627477375108,CL1,N
0.9255744724581793,-0.00665,0.8688441742916008,-0.8845489544574856,-0.4605517807036176,0.634912009746834,-0.4566913413312898,CL1,N
0.0127250422378168,0.0207494336417578,0.3507766485744909,1.3513970908876438,-0.1466309653275467,0.40148,-0.417968851453488,CL1,N
-0.8739249807394172,-1.241653656558051,-1.4509941140365947,-0.4884130072341557,1.0916894339382837,0.4597649517381421,1.0834466571617516,CL1,N
0.14143,0.9545366806188226,-0.9519596301299522,0.0548305170340089,0.41667,-0.0246003598739341,-0.1450842798459746,CL1,N
1.741318645382632,-1.1950177932446806,1.008834167095364,-2.1474052132411448,1.1876926732586974,1.3465223328539666,1.220364133122522,CL1,N
0.7301265485250932,0.2898353793710707,1.0593741015532152,-1.2765938116491409,0.8699844303852989,1.50455791297684,0.4849115808867837,CL1,N
-0.5302297598334405,-0.3810555962033725,0.9022023115276084,-0.3449385690372689,-0.0252655738468865,-0.1879295283973577,0.4980287146908104,CL1,N
-0.1490380907170455,-0.2312676727071841,0.5437732161463488,-0.4108342382070352,-1.1564682521398324,0.07987,0.2702247398861666,CL1,N
0.9966312360872228,-1.090785400970714,0.712026691019076,0.887145660185574,1.23461,0.0465978679745789,1.86203,CL1,N
0.14143,1.3634778887414791,-0.6424045963654257,0.2868228147499559,0.41667,-0.1401762257476229,-0.8916554250833697,CL1,N
-0.1572323211891536,-0.1946888595956695,-0.762581554144506,-1.1974288960516608,0.672331921237104,-0.1031182520115188,-1.37983,CL1,N
-0.1704636911396745,-0.2458803705611581,0.5803972682986621,-0.3530216222199288,-1.2354314453290651,0.07987,0.2830288941589102,CL1,N
-0.4754500338104371,-0.2583683402268401,0.985039005539937,-0.2798649402062294,0.0564837183528744,-0.1238902890261556,0.5820443882215534,CL1,N
0.3458250978985097,0.1877154509858603,0.6359594689605669,-0.6055966667650916,-0.160071196997949,0.3051182462966779,-0.21712,CL1,N
0.14143,0.7841197406459676,-1.0809596442139369,-0.0418469923212357,0.41667,0.0235632514366667,0.1660322511279011,CL1,N
-0.6166012536794014,-0.0695175040543066,-1.2587557527099773,-1.385227742970708,0.9045554026185708,-0.3845702867044059,-1.37983,CL1,N
-1.0634054655637093,1.8264667571082889,0.8514630764241473,-0.0378862719115182,-0.1061723336084218,-0.9439604174223466,0.2957436967399675,CL1,N
-0.3441924071725102,-0.14277,0.4107977098487688,0.017509458725222,-0.67825,0.2651351087189529,-0.0433874156681288,CL1,N
-0.4970225468186657,-0.4686001914972685,1.138603728107158,0.5281308938429938,-2.4389510433796584,0.07987,0.4781837502547164,CL1,N
-0.4506300731041365,-0.4369595752383725,1.0593023156248624,0.4029502587781632,-2.267973437516266,0.07987,0.450459141430795,CL1,N
1.1699440290108396,-0.0572476879719103,1.1365525741750329,-1.617971372400698,1.2526992383332805,1.830600036170523,0.9348747534984452,CL1,N
-0.01928,-0.14277,-0.2726711157298945,-1.2142412830734013,-0.4506658350817827,-0.2394520472194182,-0.0233288724835219,CL1,N
-0.2465654307294499,0.0545107285044759,1.0329104189226894,-0.2334873372555947,0.0860093710587296,0.0710409187996544,0.6930158701745258,CL1,N
-0.6995596029527955,-0.0309400647868043,-1.3827248371434973,-1.5047733371849454,0.7949776188000579,-0.52593,-1.172349091770017,CL1,N
-0.58331,-0.4073252893427491,1.0331817123254987,0.7077051696072383,-2.1078375156225073,0.1802997291111532,0.2965235711537357,CL1,N
0.5878036702208347,-1.470144318409678,0.5506790460328841,1.046973385835845,1.022382896713295,1.0316405519381988,1.6361815333891023,CL1,N
-0.6434534298324058,-0.0622006764445544,-1.2877593618792562,-1.3962054285783616,0.9181299075271098,-0.4010224215347373,-1.37983,CL1,N
-0.764353198829258,-0.6708480420371777,-1.150593502408193,-0.3451992230778865,0.0442577580897454,0.2850445707383491,0.6569633364446344,CL1,N
1.1029479895312095,0.1453070712363461,1.2029672492248935,-1.23348316928769,-0.3736022669465572,1.1067132487763232,-0.5843234155243464,CL1,N
-0.0768473741572683,0.58489,0.8225831463219133,-0.1042426905666891,0.3177008359454612,0.7044122115982712,1.0324010740067264,CL1,N
0.5036896715681319,-1.5832287830459768,0.7954423594136637,1.3912415296219776,1.23461,0.6899158031632011,1.86203,CL1,N
0.0196883282782776,-0.2944638098162062,-0.1315230434275618,-0.9871293142989191,-0.7286302209828598,1.107988483760619,1.184112695911326,CL1,N
1.0801023653492376,1.22113270643681,-0.5560477741858768,-0.2614037637000815,0.41667,0.3131851089110197,-0.0120741204949263,CL1,N
-0.246557627463323,-0.2977779920085653,0.7104691560133568,-0.1476976437618911,-1.5158726033797565,0.07987,0.3285033957219692,CL1,N
0.5608590129814441,0.1837694734960208,0.9596729097977644,0.0374825635776019,0.4921646002092631,0.1008519291064834,1.1990973226937929,CL1,N
-0.7748453415296774,-0.7299098098702884,-1.1957867632808876,-0.3211298201309959,0.1316672704876108,0.2590977963140363,0.6853118877869903,CL1,N
0.8585211356285234,1.0709424520974786,-0.7155574894738141,-0.2362556041943339,0.41667,0.2581091839628174,0.115827860370295,CL1,N
0.0896034567231509,0.0666781044947158,0.5206935864769553,-0.6245935764078917,-0.4701722860676849,-0.0015683283895405,-0.3532472430498868,CL1,N
0.14143,0.58489,1.1116618389101731,-0.1669275704563857,0.1374501993334417,0.4072376117153307,0.8637544859684491,CL1,N
-1.0851130829370217,-1.4046648100990395,-0.8544619910665286,-1.039429027025775,-0.2811106374841334,0.189567962771154,-0.2879638687272475,CL1,N
1.2007550612065752,1.3029124632347096,-0.4691934987168619,-0.2750971313379593,0.41667,0.3431743766401164,-0.0817177397506413,CL1,N
-0.2508868081515282,-0.0986716966667087,-1.3413568310931687,-0.15487,0.5431557164121812,0.07987,0.6691707636392252,CL1,N
1.1016504966811669,0.3854066618898586,1.0129696283674023,0.4712057120467223,-0.7277919915745064,-0.7556943814639139,-0.5446225846202366,CL1,N
-0.0975092509593368,-0.1299100347319152,-0.8724536454951116,-1.6075459293957994,-0.1267256687404807,-0.52593,-0.3269672687103648,CL1,N
-0.5220211360607847,-0.1805473360841032,-1.0123605978589243,-0.3853742645072487,-0.1741236947714448,0.3283531953749959,0.52975,CL1,N
1.1732212528681971,-0.9143738516845664,0.6821440936853186,0.7065597561954335,1.23461,-0.183862562119789,1.86203,CL1,N
0.037725470211242,0.2031752495100374,1.060293033572148,-0.3364227331781125,0.5540086576911547,1.0617816223755616,-0.21712,CL1,N
0.2644915633247178,0.3457603857528954,0.7658895366255716,-0.7295072727194742,-0.0072682435341719,0.4882749966953754,-0.21712,CL1,N
1.0383625828167076,-0.00665,0.9611658727824068,-0.9859611366377978,-0.4870162019975694,0.7654080403707515,-0.5130170041567771,CL1,N
-0.3173622511571128,-0.0422666123318039,1.0181032024858636,-0.247832499768775,0.0768767238448568,0.010746300767579,0.6586910271109829,CL1,N
-0.4222546203101029,-0.06544463763971,-1.0453543036268045,-0.3507121679554165,-0.0852830473580102,0.2909875157073858,0.52975,CL1,N
-0.2352156234913533,-0.14277,0.3810045782003912,-0.2435919825652091,-0.67825,0.202996528502126,0.035790440035536,CL1,N
-1.0860856410996125,1.25512378611567,0.7311528802356767,-0.4853774091940075,-0.4331524420767615,-0.7538745944018705,-0.2072320379823364,CL1,N
-0.1585040677032925,-0.0751285304610471,0.3750709915729359,-0.8138171930871504,-0.697293183793144,0.0301653735393853,0.0406943425924903,CL1,N
-0.4335577664742331,-0.078485311803916,-1.0416162490702776,-0.3546392444974062,-0.0953483364529953,0.2952208973748434,0.52975,CL1,N
-0.5438664764317078,-0.3874151904341904,0.9176881072270504,-0.3338353906060005,-0.0078381000274743,-0.195076818720177,0.506178153663521,CL1,N
-0.1193544814627749,0.2284046593465641,1.0595166993678735,-0.2077112963308338,0.1024193272456952,0.1793810327934589,0.754692310488741,CL1,N
-0.2909034750911853,0.58489,0.5367431729774313,-0.0545944643136954,0.4958289138691437,1.001486007324318,1.180746711803504,CL1,N
0.8113363772140847,-1.201084220993995,0.149840774507642,0.4117181813041215,0.6881914748133742,1.4508862903086022,1.2805407173871577,CL1,N
0.1295002348858516,-0.0992295584618018,0.3712936562238478,-0.6625206017970872,-0.5726103715662259,0.07987,0.0615980653661943,CL1,N
-0.6190876392239706,-0.7402143978011426,-1.4442072862475537,-0.15487,0.6618662710814841,0.07987,0.8000212395150632,CL1,N
0.2131524831474274,0.0757357671646276,0.3086108919455937,1.6072892450549738,0.0321354411880682,0.40148,-0.4855078692188146,CL1,N
1.247007354737789,-0.8406623203993921,0.6696579950304247,0.6311040189407302,1.23461,-0.2801577948958532,1.86203,CL1,N
-0.5294449225955571,-0.1356456322279405,0.47617,0.5357975790629262,-0.6609645628827477,0.384647294158301,-0.21712,CL1,N
1.3737639078945292,-0.3993810798909246,1.1791730838965089,-1.880261913365664,1.286975997953505,1.6579205785376447,1.036714088166571,CL1,N
1.2999699338150372,0.0463532894349171,-0.712798101750594,-0.0258239052510622,0.2002321767050898,1.92173,0.6572813582412447,CL1,N
0.4444741709801899,-0.0039765294711962,0.4783678825656127,-0.4553060580211797,-0.3454052022435787,0.0829682592075107,-0.21712,CL1,N
-0.4059891127533312,-0.1269062504596687,-1.031269079491454,-1.2991254525988891,0.7980852407773705,-0.2555297456444684,-1.37983,CL1,N
0.0878220377043226,0.3875702687052146,1.013042472308996,-0.6168774763398612,0.3945574959460199,0.9186084940725816,-0.21712,CL1,N
1.43533,1.093978190390658,-0.5719556521512219,-0.1200321159088574,0.298947091634766,1.0392628710389755,0.0962106317335172,CL1,N
-1.2375189141691123,1.886563154798756,0.7903667875305952,-0.1112094536617833,-0.2058699165191217,-1.0951714756205335,0.1124396017702237,CL1,N
-0.58331,-0.1575164246929024,0.5072180704781182,0.5969575253902661,-0.75793581801337,0.3891513173404274,-0.1884892882125712,CL1,N
0.0701654805204676,-0.0563392385941485,0.47617,-0.0722433523801698,-0.4685480953431054,0.1972704997374678,-0.21712,CL1,N
0.458645344778537,0.7999021351554777,-1.0034161390057033,-0.1908720661416865,0.41667,0.1587166087288239,0.346645722579221,CL1,N
-0.3506176014133773,0.58489,0.4570038700481783,-0.0407443547339675,0.5455203849379725,1.0843591517364677,1.222129929175466,CL1,N
-0.2746572076893695,0.3426674708333017,0.646313312586892,-0.01729,0.6729845672908905,1.2247,0.6741727921236557,CL1,N
-0.01928,-0.14277,-0.3293059573954907,-1.2574127238260808,-0.4289902515999387,-0.2698649351045883,-0.0439020013302415,CL1,N
0.14143,0.58489,0.9894905792334732,-0.7811851270258963,0.2082721322255885,0.7005518010644836,-0.0214189270143685,CL1,N
-0.8460972328878839,-0.00698318626078,-1.5066392631173435,-1.4790501093076514,1.0205718579890568,-0.5251808194017498,-1.37983,CL1,N
0.3059141937116505,-0.047602125109045,0.429778450691928,-0.5457975440957142,-0.447349747564746,0.07987,-0.093830396196836,CL1,N
1.069377894188292,-0.871068532252078,-0.312478697067037,-0.2935938490010311,0.3095524033478163,1.92173,0.8745368372171014,CL1,N
0.8208743013573037,-0.0648958933345349,0.8639642140757068,0.1567270739488449,0.7129233876312435,-0.0855154706868977,1.3962137894747502,CL1,N
-0.367553702153972,-0.305190287244616,0.7174680922409102,-0.4773913689392583,-0.233162593325486,-0.1026675810342662,0.4008118667181521,CL1,N
0.2964767457106326,0.6899824313495162,-1.1201564743606836,-0.1724668889462913,0.41667,0.1184082053388952,0.4402533132630805,CL1,N
-0.0338519245149403,-0.152708350659375,0.3468786566008713,-0.7216406316015495,-0.7319542448246574,0.07987,0.2013883286283547,CL1,N
-0.8447155724118465,-1.1232193056173816,-1.496741836201031,-0.1608446630269104,0.7137526449357248,0.0863106763293044,0.8740931390547838,CL1,N
-0.4915866592137196,-0.1454344489146757,-1.0224255597024432,-0.3748003483286609,-0.1470222308540385,0.3169545321645794,0.52975,CL1,N
0.3130502687805548,1.313549342296721,-0.299377357377785,0.90689713512758,0.4659582415800476,-0.072922857509611,-1.2251227714874529,CL1,N
-0.0677980220840422,0.3434992913955274,-1.1625763657721833,-0.2275625446704939,0.2303554554946037,0.1582324364533001,0.52975,CL1,N
1.3325987216862458,-1.01676139926277,0.2207195382989693,-1.0363058161839531,0.6610508939258192,1.6927963819515952,1.0161457549995525,CL1,N
-0.0043453572067882,0.0483213060661843,1.0999738002949722,-0.1008983511981371,0.6879148840670545,1.1820176439865462,-0.21712,CL1,N
0.7001931291892144,-1.3869239180772177,0.7621900057086125,1.1902915825153717,1.23461,0.4334671534382623,1.86203,CL1,N
0.3471968518143812,-0.0355207813536568,0.4434644865946672,-0.5184831631030554,-0.4180374893465965,0.07987,-0.1302022348021702,CL1,N
1.1737067292282457,-0.0635637813539995,1.1373393875225497,-1.6228134941844892,1.2533320184702397,1.8274122164331383,0.9367548001788524,CL1,N
1.0479351355986102,-1.0395333508140494,0.7033450350642445,0.834680853621937,1.23461,-0.0203567592599682,1.86203,CL1,N
1.4681188169883344,-0.5577658521186407,1.1989035161896042,-2.001684810310064,1.302843834573318,1.577981592131831,1.083858857447236,CL1,N
1.277701857677931,-0.00665,1.1570748945800693,-1.2011603989357056,-0.5431743855328913,1.0423239780747726,-0.6325415112513371,CL1,N
1.3728848739488424,-0.00665,1.234986100838204,-1.2867431554501416,-0.5655079757900137,1.1524508856599964,-0.6800753023942687,CL1,N
0.1225226246340144,-0.2603873845044746,0.0408088629230994,-1.0383446749187673,-0.7781850710350848,1.090011862732616,1.1628513637224682,CL1,N
-0.8177521831225023,-0.9714385413186488,-1.3806012612051684,-0.2226997769106701,0.4891220067838828,0.1529903812839063,0.8012411918922328,CL1,N
1.3079024945175437,0.0779133740853489,-0.7265694270018197,-0.0166123932815184,0.1964714686803945,1.92173,0.64980758647654,CL1,N
0.9424711649413337,1.5262722825255917,-0.3535278243328644,-0.0197555328357468,0.41667,0.1663712135688533,-0.6600073144068799,CL1,N
0.9872242636226882,0.1982131789911392,1.174023349249227,-1.1953915587579431,-0.3016861290952681,1.0656344116870706,-0.5401285612694298,CL1,N
-0.538180816062462,0.1958982516757318,0.5991538772102779,-0.926608896733437,-0.6854841790638688,-0.1450804626958443,-0.5931331981480432,CL1,N
0.2087619611083826,-0.0760336644678411,0.3975705211508881,-0.6100776369378351,-0.5163315297322159,0.07987,-0.0082350036811541,CL1,N
0.6187259016257133,0.0967002555359121,0.6176760223589298,-0.2095243051799975,-0.4481097956771385,-0.1403935504897044,-0.3034531224777963,CL1,N
-0.6157142820040763,0.1470052664729239,0.5494540284799374,-0.987399598610721,-0.7598307772327203,-0.1330640399570613,-0.4584247834340911,CL1,N
0.2159754359836205,0.6354177365069595,-1.1781069650725842,-0.163330466244837,0.41667,0.0983989107865307,0.4867205929568848,CL1,N
0.1210739349056395,0.5099635688761249,1.11406,-0.137443657919967,0.2119807383293428,0.505751793335694,0.7420219887382159,CL1,N
-1.0723137094889124,-1.633957938573051,-0.80615,-1.387862068398,-0.24649,-0.018126759237108,-0.6313258326024686,CL1,N
0.0801294642335726,-0.1136778832337757,0.354926247468056,-0.6951864256919958,-0.607665497478598,0.07987,0.1050958870790573,CL1,N
0.0080323503861527,-0.0645571655189056,0.47617,-0.0092366298082907,-0.4884867711157344,0.216686951972783,-0.21712,CL1,N
0.5405924202082321,-0.5460242014251536,-0.1282893912766487,-0.7400283659294311,-0.3128444984748711,1.526809975305656,1.1140377998814268,CL1,N
0.3096648922514929,0.1022134964216964,0.2883066924034468,1.7305097390024855,0.1182173493409525,0.40148,-0.5180301290624336,CL1,N
-0.235011373973748,0.2884379548638739,0.7189282791220781,-0.01729,0.6826819642534729,1.2247,0.5358047437446173,CL1,N
-0.359289254166602,-0.3746632678985311,0.9031680253171748,0.1564856750549351,-1.9313405035701243,0.07987,0.3958729494919358,CL1,N
0.4827919059705008,0.9996923267364476,-0.1603039231156668,1.3701472063679996,0.5147069522041321,0.0683408357228005,-1.072109036924335,CL1,N
0.14143,0.9740505243003508,-0.9371882927843176,0.0659007181852456,0.41667,-0.0301154053993533,-0.1807091382264298,CL1,N
1.3138616046002547,0.101621987949746,-0.7369147424976025,-0.0096925075203692,0.1936463439888161,1.92173,0.6441931285039886,CL1,N
0.3035279246389405,0.269906075353397,0.7035290712464255,-0.6700358725147894,-0.080606643648587,0.4003681680647366,-0.21712,CL1,N
-0.5718760690712834,-0.0817044666202931,-1.2104471252450657,-1.3669432280556195,0.8819456061335933,-0.3571674883877457,-1.37983,CL1,N
-0.3906428948103147,0.5013183827315673,0.4338749300506354,-0.01729,0.6446143920523629,1.2247,1.078974801887001,CL1,N
0.5765435651159572,-1.4836977935014488,0.5708706373581212,1.078973357865279,1.0392172588357709,1.0105217137049856,1.6540963746739945,CL1,N
0.95062469206191,-1.0334267534764845,-0.0999306711043501,0.0158762120114306,0.4799491973445822,1.712127847261201,1.0589328345035485,CL1,N
0.0325534713196973,0.1841382000152684,1.0651712091180403,-0.3074684216684197,0.5704704887720018,1.0765628997751415,-0.21712,CL1,N
-1.2657266352069756,2.004182388690388,0.8013966579459985,-0.0415125825777342,-0.1635336323739027,-1.158745398453796,0.1719853558510858,CL1,N
-0.4965671778527404,-0.14277,0.4524554047211896,0.3825897161616161,-0.67825,0.3520192283552645,-0.1540963868660408,CL1,N
0.8564422865506223,0.2265259506748073,1.0801645240190492,-1.353753463729755,1.0086073633432682,1.6631579209588805,0.6355454473144262,CL1,N
0.0005704051535906,-0.1369607915002112,0.3285508106866546,-0.7478261187495592,-0.6641554569560664,0.07987,0.1751909194592018,CL1,N
0.7991472321787365,-1.2157559555904167,0.1716983178312101,0.4463583819559695,0.706414793297279,1.428024995515609,1.29993366236173,CL1,N
-0.53440584764354,0.4850758727186669,0.2535531269087796,-0.0364233954863388,0.6560072604887367,1.271588691965836,1.3305413694618204,CL1,N
-0.3524627690714518,0.0150756686629937,-1.0684351117259685,-0.326464233987163,-0.0231344075907492,0.2648482851532195,0.52975,CL1,N
-0.3056483422536266,0.0690864438445697,-1.0839170739103472,-0.3101993963292733,0.0185531661958097,0.2473148185072655,0.52975,CL1,N
-0.4478720315716297,-0.094999976334009,-1.0368823897452994,-0.3596124806091534,-0.1080949836515225,0.3005820372350667,0.52975,CL1,N
-1.0158758978841842,0.9623664875858748,0.7036992490640755,-0.6588547140482887,-0.5385285422778862,-0.5956374652367935,-0.3554429515111055,CL1,N
0.1190594854637167,-0.2575149033184832,-0.4909587486939547,-1.1512722662905857,0.4144681887776759,-0.0044561633132995,-1.2179830647969518,CL1,N
-0.7305010753705835,-0.4802896105078287,-1.004780784239445,-0.4228573738865059,-0.2377625774740093,0.3687599219536072,0.565498829401889,CL1,N
0.362256800987693,0.3737025047699274,1.0327761445966392,-0.0535975558867863,0.3235468863320428,0.2432011658520779,1.0485378437969148,CL1,N
-0.5333607809118762,-0.0921993226869505,-1.168845939611081,-1.3511974381392653,0.8624750810932917,-0.3335694488762727,-1.37983,CL1,N
0.4925559023890713,-1.5943513000833276,0.7973264180215607,1.402627234253922,1.23461,0.7044460313173793,1.86203,CL1,N
0.3645456329480032,-0.0304436715393928,0.4492159583354805,-0.5070044638278589,-0.4057191945533345,0.07987,-0.1454872744868998,CL1,N
-1.445596602762477,-1.146543660021817,-0.8741764205100508,-0.7923423118944578,1.5021852655507986,1.92173,1.86203,CL1,N
1.7849328228599028,-1.0895719302595506,1.265152080810008,-2.4093845765961155,1.356123021976707,1.3095717049116502,1.2421561135746222,CL1,N
1.2569726211042216,-0.1247136433987295,-0.6381525994372952,-0.0757535907016591,0.2206165576151296,1.92173,0.6977918710186317,CL1,N
0.7804774347837891,1.5474269935424556,-0.3710129811098972,0.0729210563997588,0.41667,0.08909523392194,-0.8055763150958656,CL1,N
0.375056715486411,0.1309134305274569,0.589262051086668,-0.561062668982696,-0.2149892271236718,0.239290932700219,-0.21712,CL1,N
1.1281699289012286,0.0128745917740296,1.1278172464455745,-1.5642133612779108,1.245674011963553,1.8659917211697357,0.9140021743132218,CL1,N
0.6667775021208696,0.1254269036307748,0.657008229972062,-0.1417908180730027,-0.4759385235581965,-0.2016167518280321,-0.3274497852387177,CL1,N
1.1078929726897933,-0.7178343896578226,-0.3793428148484608,-0.248869059625967,0.2912929824338857,1.92173,0.8382493233845301,CL1,N
1.3961691707903112,-1.044486592883424,0.3432993245862837,-1.209121193108546,0.7429623753294626,1.6389384818640738,1.0479089582590655,CL1,N
-0.0719026260573736,-0.1341194615490439,-0.8507506052767082,-1.6119170907284557,-0.1659278887488386,-0.52593,-0.291011181033729,CL1,N
-0.0341239862962776,0.7657974809241164,1.0757975666300537,-0.1378245523976387,0.1007648472673303,0.2054387683517347,0.7958346198441224,CL1,N
-0.3316231003333945,0.420588212947362,0.5419750757455523,-0.01729,0.6590506725401968,1.2247,0.8729896323965278,CL1,N
