Oscore,Cscore,Escore,AScore,Nscore,SS,Impulsive
0.273682966240986,1.61360912612587,-0.425714979314309,0.362858097433938,0.41667,-0.15266127726028,-1.26098631317872
1.27744820705199,-0.810252232579992,0.664506788021198,0.599974349587969,1.23461,-0.31988490996528,1.86203
0.0442018072566953,-0.124192089300236,0.343015502717482,-0.718957707773638,-0.633175501118835,0.07987,0.13674973402319
-0.0068989388523345,-0.153039401101262,-0.777941118475333,-1.5788694136623,-0.187335784384148,-0.479259308423522,-0.306694908885584
0.0206124716155018,0.140185869948566,1.07643383580687,-0.24061933054861,0.608477210000862,1.11068959484164,-0.21712
0.14143,1.59544273717366,-0.466814841500049,0.418416445101273,0.41667,-0.205734642647902,-1.31513503317631
-0.58331,-0.407632500528651,1.03382853450445,0.70784136539502,-2.10949760443463,0.180042886568006,0.297120032676078
-0.325584139152315,0.58489,0.490432322468842,-0.0465506223096659,0.524688638041327,1.04961692471462,1.20478118317301
-0.333616947215054,-0.289363604232838,0.678929661827764,-0.505023082390934,-0.276533143996676,-0.0848806131512759,0.380530920691768
-1.04640779565542,1.08967696475238,0.715637926261748,-0.583415165420568,-0.492703957661473,-0.664449564954315,-0.290990921732891
-0.232046530531467,-0.17430307524067,-0.843389980087678,-1.22801438247427,0.710152537568494,-0.148956378959255,-1.37983
0.0666124062839521,0.309502037914312,1.03304717600323,-0.498139965364145,0.462065122504093,0.979224409145546,-0.21712
-1.24319870458554,1.91024647882724,0.792587716764677,-0.0971755790390669,-0.197345256883121,-1.1079724586265,0.124429489323112
0.362955869386046,0.154427439141246,0.608593114969029,-0.57949815418218,-0.192255123248366,0.266541090466407,-0.21712
0.436050378648052,-0.0095178529839553,0.472921227371981,-0.459693850689188,-0.354948104073473,0.07987,-0.208486102315421
-0.388269649680898,-0.0892615896526359,0.435137574963555,0.839434282506426,-0.504288478594272,0.40148,-0.282843703427906
-1.26369635134309,-0.395499325339232,-0.35003078664882,-0.205221079529746,0.888358521806723,1.68524776347298,1.66870645866343
0.861772058551197,1.07314596428671,-0.713217247069381,-0.236624564725437,0.41667,0.258917228882178,0.113951349972847
-0.402333853416042,-0.0424616357042886,-1.05194228474079,-0.343791052786936,-0.0675438909434151,0.283526565619114,0.52975
-0.0501964883819781,0.049401649161797,0.690068776634162,0.683154454122356,-0.742369718962143,-0.0164034124477014,-0.347620094435327
1.59133414895235,-0.764595920373828,1.2246689139642,-2.16024744047659,1.32356518098167,1.47359159439396,1.14542384069055
-0.761089618688045,1.51493183012909,0.91735357650221,-0.0672396864138005,-0.0453916916298626,-0.606364147359464,0.44262811463571
0.039018821251764,0.207935805010693,1.05907315832654,-0.343663277830951,0.549892081720476,1.05808529897993,-0.21712
-0.964492366381285,1.72453731659254,0.873021435460753,-0.0474902580406383,-0.0862858416149364,-0.833504105953897,0.343802020991986
0.31366371865022,0.250210498224981,0.687337171944062,-0.654594119191909,-0.0996489644912752,0.377543153714324,-0.21712
-0.381554033648991,-0.133564454264767,-1.00487622848659,-1.28913592271211,0.785732644125524,-0.240558548758087,-1.37983
0.112163561719983,-0.251795118395083,0.0613484397854975,-1.01808097876866,-0.770884545457068,1.01621828426289,1.0919777376515
-0.274849183872002,-0.338965145354086,-0.457757552780366,-0.773739682228427,-0.576501098601478,0.825620752594492,0.922585886182547
0.0246118069752718,0.0763678264889363,0.720083778149389,0.69616726712108,-0.751367215311064,-0.0750422296264377,-0.365932310119071
-0.01928,-0.14277,-0.352025244817374,-1.27473111550921,-0.420295006823432,-0.282065183588949,-0.0521549921339573
-0.545421059185542,-0.14277,0.465811553332998,0.499640508061908,-0.67825,0.379875719633109,-0.189591521114542
-0.0988320431523476,0.307694697623115,-1.15231312913194,-0.238344761795821,0.202720106070951,0.169855647721237,0.52975
0.14143,0.58489,1.09283598990985,-0.261580928683901,0.148363428992094,0.452435546589311,0.727354639916162
0.48261047222893,1.58632534786883,-0.403163920124049,0.243330701937751,0.41667,-0.0529964464998357,-1.0732422058387
-0.167136733865806,-0.0877255900091468,0.47617,0.168395333538392,-0.544698965298419,0.271426865286818,-0.21712
1.2507967494842,-0.192967597398483,1.15345958137088,-1.72201865133931,1.26629638734291,1.76210031967599,0.975273105730875
-0.0111330953551535,-0.1495274039522,0.305816610882457,-0.77689642220895,-0.683991512165237,0.137905099524358,0.248418697431075
0.922105376207947,-0.161708132797927,0.826702196903502,0.203152228524641,0.798870831233666,-0.158073404937794,1.47295662997324
0.0024160552943621,0.0732086556457407,1.09359650636849,-0.13875064929586,0.666394146573504,1.16269391328044,-0.21712
-0.49667941924889,-0.365409120683701,0.864102691564467,-0.372255659280783,-0.0681422940570808,-0.170345088414369,0.477978693768458
1.18963341046887,-0.0902984134453845,1.14066979511755,-1.64330912916013,1.2560104374126,1.81391887764016,0.944712623674281
0.0581989280893803,-0.0579219731708126,0.47617,-0.0601085501009753,-0.472388191738118,0.201010018303446,-0.21712
0.14143,1.1348325174725,-0.815481616282779,0.157112323390288,0.41667,-0.0755559668019967,-0.474235920051948
-0.0661940937445522,0.223131658679846,-1.28976615519728,-0.15487,0.483609477728332,0.07987,0.603535035711718
0.767247500480488,-1.25415277471239,0.228900834134254,0.537013887618011,0.754106322818217,1.36819560075033,1.35068617533403
-0.0222236281750523,0.58489,0.89552500608396,-0.116912136041398,0.272245355637486,0.628603657275767,0.994545603402398
0.538430593895885,0.205218870161028,0.96792855796059,0.0271967612735754,0.473122371453995,0.116927622857267,1.1820944350819
0.0700436757027691,0.322131825183349,1.02981083838575,-0.517349181319031,0.451143817463254,0.969418037145903,-0.21712
-0.380249621941233,0.58489,0.417434729430971,-0.0338714963894417,0.570178849885213,1.12548340269141,1.24266557831246
0.885005925360824,0.212209859245291,1.08486583936825,-1.37120149092892,1.03995401459762,1.69902196620064,0.669608117734431
1.01800428344985,0.335400516263013,0.944501769004466,0.353298095087673,-0.67934890784143,-0.649119597251145,-0.502850199320765
-0.268655429527687,0.111765934513707,-1.09615097091269,-0.297346868574927,0.05149482293858,0.233459815989751,0.52975
1.35019781576984,-1.02443695131396,0.25465501023635,-1.08414870734568,0.683727591795134,1.67788614827944,1.0249392055798
0.880551130077403,0.253227012659161,0.831990720260734,0.159544270119719,-0.599743933976286,-0.47398865474783,-0.434206971355103
-0.58331,-0.357793748018717,0.928894821235311,0.685746375135468,-1.84018203505248,0.221710353539826,0.200356309355151
-0.132376387950828,0.58489,0.748432436515718,-0.0913632770465887,0.363909640333139,0.781477125088728,1.07088391533427
-0.210116631599322,-0.272924487250017,0.648178396049597,-0.246026244058578,-1.38157077100833,0.07987,0.306725890135602
-0.416599998296015,-0.0774552831166929,-1.14290081880601,-1.55307576233136,0.361783290468929,-0.52593,-0.7750253369629
-0.611362559970485,-0.283622389848329,-0.982814565994622,-0.416414348831483,-0.253680947836301,0.361814352174342,0.52975
-0.0750982513995135,-0.133594138470965,-0.853459075666263,-1.61137158369726,-0.161035576380204,-0.52593,-0.295498386412164
-0.839465681538258,-0.0079411572255111,-1.50130302782518,-1.48089076604339,1.00916550549783,-0.52593,-1.36880119146581
-0.792797474799914,-0.83096492869491,-1.27311276477253,-0.279946894795799,0.281225588598376,0.214702674583619,0.733816467475538
-0.495982559622696,0.187212362040852,0.593879951735828,-0.906308101558551,-0.671011394591475,-0.135433897612581,-0.577008600115962
-0.01928,-0.14277,0.0199404711211418,-0.991190182129636,-0.562655675470042,-0.0823197392075419,0.0829649865842675
0.0780120806614645,0.0690640185509494,0.522142273191842,-0.630169971526473,-0.474147793627309,-0.0042181289504533,-0.357676484810152
1.02876111268826,-1.05868799584621,0.706589666988193,0.854288747224936,1.23461,0.0046664761816994,1.86203
1.13771988230663,-0.599166556196352,-0.431123833485045,-0.214233215633856,0.277152492048172,1.92173,0.810147488014742
0.254474228522326,-0.0626559983521618,0.412725062107674,-0.579832436033484,-0.483874080339296,0.07987,-0.0485095230332359
-0.786611672497163,0.247034084834395,0.63020269137777,-1.0461243544112,-0.770688795197802,-0.201872013519964,-0.68806242121898
0.0650978125032537,-0.212756699064674,-0.613904465645004,-1.33445856407566,0.156650187620548,-0.207865916778849,-0.827579376365242
-0.783441216370035,-0.778297215440305,-1.23281214743562,-0.301410532934746,0.203279070849295,0.237840439086759,0.708536943545582
-0.829129492475151,-1.03548303849507,-1.42960723875283,-0.196599765589877,0.583905797979835,0.124854614571832,0.83198136075293
0.0542339124332124,-0.203745698633235,-0.638656663079179,-1.3713387704176,0.104744661954563,-0.248817635168688,-0.748980874402467
0.224524292893759,0.423423611397495,0.829737126413626,-0.790396901129138,0.0678190743321763,0.57827815975475,-0.21712
0.14143,0.58489,1.04180532636168,-0.51815494440714,0.177945592905389,0.574952231365988,0.357619673286173
0.137746769988284,0.579855124082282,1.11328964924638,-0.155616312232277,0.135584870748413,0.39834315084012,0.879344237710742
0.249267471437855,0.530841875708469,0.980229067724144,-0.98286224923403,0.342274291908151,0.900798993808279,-0.0885218100802168
0.92468013085145,0.279608616246783,0.868112118972101,0.221748464655857,-0.625300917334785,-0.530214018136528,-0.456244712837991
0.223173809004476,-0.0718160463060019,0.40234834013822,-0.600542138926477,-0.506098569299296,0.07987,-0.020932475931534
1.27964456403754,0.491816706159568,1.15866507948713,0.722105968066708,-0.830875934957467,-0.982479056906428,-0.633511686414594
-0.730288715026684,-0.0385393236890122,-1.38155200868475,-1.43170536180843,0.962027504443932,-0.454225775032278,-1.37983
-1.13733298751362,-1.47134726763235,-1.1090714483128,-1.43585699751314,2.13307283342313,1.92173,1.86203
1.04730421929921,-1.04016362948935,0.703451798844384,0.835326046325051,1.23461,-0.0195333761244743,1.86203
1.08458428460513,0.458456546157696,1.14537184774414,0.880548204680501,-0.878854393730076,-0.905906400951331,-0.625401457711519
0.209621262385124,0.631110806041426,-1.18268114503748,-0.162609305109557,0.41667,0.0968195261578791,0.490388373802011
0.131689203557202,-0.273415774586479,-0.450511242353492,-1.07931222476673,0.526274237364317,0.073901884212342,-1.37983
0.258209244312679,0.357968003479659,0.775925521642142,-0.739078305869081,0.0045344760288167,0.502422287124134,-0.21712
1.38021956071807,-0.707584742916884,0.647115799362661,0.494877480895221,1.23461,-0.454007612930094,1.86203
-0.0884964491657428,0.0880276542096459,0.987283749665418,-0.01729,0.718519611079054,1.2247,0.024452545944898
1.43533,1.2390039762914,-0.464890368190432,-0.19164709317037,0.345349323946009,0.787871282459927,-0.0272932891755662
0.0956154425009032,0.416256166741238,1.00569181398614,-0.660507158969962,0.369752054955746,0.896335388335108,-0.21712
1.71751887118293,-0.976410426699494,1.25105523707451,-2.32263130232874,1.34478589515013,1.36668588178304,1.20847249044751
0.116735616687127,-0.255587383513124,-0.496253427253073,-1.15916121587956,0.403365211978371,-0.013216039518002,-1.20117026244969
0.749104449955009,1.55152398190826,-0.374399294628088,0.0908695364134043,0.41667,0.0741293575591085,-0.833768357131781
-0.573235356785454,-0.52057888720144,1.26887881360488,0.733775628599396,-2.71983030548639,0.07987,0.523729291902333
-0.542780294786841,-0.204497608064892,-1.00549535284317,-0.392586663964954,-0.192609427054507,0.33612814941935,0.52975
1.1442566737361,-0.943309158290561,0.687045485456632,0.736179747187065,1.23461,-0.146062070982367,1.86203
-0.372353622560628,-0.0078728215567883,-1.06185702325053,-0.333374956276625,-0.040846926548515,0.272298031736024,0.52975
0.311421985787777,0.254566567660135,0.690918333196065,-0.658009370709364,-0.0954373757037825,0.38259136056404,-0.21712
-0.194751025912483,0.58489,0.665140417392959,-0.0768960877235203,0.415815072240101,0.868042611311554,1.11411092643273
-0.588825102141361,-0.257620457309243,-0.990267910904735,-0.408584111066558,-0.233611665777819,0.353373369511684,0.52975
-0.0397575699937764,0.0213602246545773,1.07655345970409,-0.01729,0.730441172931735,1.2247,-0.145651168850977
-0.397229045660914,-0.0756933210308031,0.55083043838815,0.622788558190973,-0.700630709241859,0.255619610990656,-0.26267049081417
0.345916558374965,1.25277865729916,-0.272449210336095,0.99659410782133,0.475397229369074,-0.0455706207348651,-1.19549542845408
0.124910232673984,-0.262367772481128,0.0360747996915879,-1.04301515179964,-0.779867732267161,1.10702017156466,1.17918666748818
-0.423051826198417,-0.122256909113145,-1.04969888083451,-1.30610101773545,0.806710906201787,-0.265983947217195,-1.37983
-0.86247200566413,-1.19698092727958,-1.47551692344852,-0.34482862407655,0.938334639296962,0.296226873808311,0.996352903759554
-0.401638925107228,-0.403546609950266,0.975558834749272,0.270757630798349,-2.08741852154965,0.07987,0.421181538722929
0.588550230625932,0.178724388148399,0.229635029222518,2.08657161195981,0.366962379187308,0.40148,-0.612007489335446
0.106623866286077,0.456775879303503,0.99530878320177,-0.722135426529671,0.334713607226345,0.864873941975016,-0.21712
-1.25981177518971,-1.34229683765916,-1.0157433459573,-1.18017681131047,1.88240963267354,1.92173,1.86203
0.090003962432336,0.0665956662927231,0.520643531393155,-0.624400900571151,-0.470034924164658,-0.0014767723700308,-0.353094203703833
1.41468831989381,-0.00665,1.2692039374536,-1.3243302615951,-0.575316669290684,1.20081754190487,-0.700951676630479
0.947242425644366,0.293097014053511,0.886580283484397,0.25355225241136,-0.638367702950544,-0.558960946491196,-0.467512178930253
-0.01928,-0.14277,-0.714178336606116,-1.55079211057429,-0.281689877129156,-0.47654125262914,-0.183710444581415
0.0161663783862665,0.123820727836551,1.11406,-0.0476347995668132,0.603247867332809,1.04312967074145,0.0251112554459415
0.853457996047428,-0.00665,0.809813877833502,-0.819706222180818,-0.443630486358826,0.551473127011135,-0.420676833050568
0.14143,0.58489,0.993863715179678,-0.759197698820844,0.205737052032997,0.690052581948881,0.0102659690993651
-0.118861117240305,0.229079074909665,1.05961988692319,-0.207611328706486,0.102482970236504,0.179801209959112,0.75493151119588
-0.467791128590716,-0.476599642176717,-1.40194525512563,-0.15487,0.613087204927584,0.07987,0.746253787776694
1.3741654778872,0.341543927038559,-0.841605306375782,0.0603340414623662,0.165057182342844,1.92173,0.587377000348559
0.537324473418215,0.16467084060021,0.240411860986416,2.02117004168957,0.32127280446887,0.40148,-0.594745694690996
0.590287026765714,0.359922926418896,1.0363577871949,-1.19117319015942,0.716520064402597,1.32897765976437,0.318150350882724
-0.834931240890501,-1.06814190787166,-1.45459736108906,-0.183290318283183,0.63223987182164,0.110507053573287,0.847657011334903
-1.09080770421766,-1.42012819685745,-0.853017169373786,-1.04850435153579,-0.280075270343401,0.186287328030947,-0.300622991636808
0.033852268581466,-0.186840259485467,0.216621251425025,-0.864893739493221,-0.715694843130713,0.458361786697279,0.556195171883388
-0.0482805303631458,-0.16254895505575,0.371542330087087,-0.682707979415494,-0.785130294436776,0.07987,0.210011008580227
-0.885322312215467,-1.28610934603433,-1.42659044723785,-0.631299794193332,1.24429916341723,0.622508489628497,1.17011727073534
0.887522848351273,-1.19978352029524,0.730490033827933,0.99872295765331,1.23461,0.188990775698903,1.86203
0.565153717110437,0.372519737397431,1.03222107284825,-1.17582057092964,0.688937966131904,1.29742068060841,0.288178411766695
-0.556447917868181,-0.133087014086692,0.486947754419324,0.595092626877386,-0.681480811299085,0.380424036678744,-0.223695530686312
0.0852352584453026,-0.112183675790479,0.356618921489187,-0.691808212786658,-0.604040189293003,0.07987,0.100597457676596
0.127198232059483,-0.264265540623042,-0.472415512719182,-1.12364327008467,0.453353480210026,0.0262230270775603,-1.2768655366678
-0.333068239424162,-0.146776128277464,-0.952505686227886,-1.26931399832115,0.761221757262982,-0.210851652028478,-1.37983
-0.820720398404555,-0.0138980047148872,-1.47922920200669,-1.468675571725,1.00774317839548,-0.509632615781016,-1.37983
-0.761832086130125,-0.656656339048678,-1.13973420444069,-0.350982758354006,0.0232544951697245,0.291279211685432,0.650151582655927
-0.716098386036189,-0.909243175839763,-1.47130553976165,-0.15487,0.693143222655491,0.07987,0.834496724940982
1.29329770360926,-0.794418754028699,0.661824733099876,0.583766209876801,1.23461,-0.340569441627671,1.86203
-1.1445838123829,-1.56615384420787,-0.839373261587945,-1.13420550854587,-0.270297971273485,0.155307257549414,-0.420167089358544
-0.0164650051085579,-0.145104881581913,-0.799736344785947,-1.61134380086538,-0.233040521576474,-0.515318812735763,-0.237486017735228
0.41141710887671,0.060258982376556,0.531176436115128,-0.505668071891333,-0.283300232273726,0.157410174271563,-0.21712
-0.836744047499005,-1.07834645484503,-1.46240574154185,-0.179131666044958,0.647342272374642,0.106024033708919,0.852555004307578
0.688510022218669,0.0616905556118514,0.912686012688704,0.0960240523876157,0.600543158210309,0.0093573603788423,1.29586900130945
-0.73463965128803,-0.503586244663037,-1.02260705161104,-0.413363312070198,-0.203284309946152,0.358525339863566,0.576680781004136
1.13151045964873,1.25597769203271,-0.51904062111816,-0.267238278460017,0.41667,0.325963033949786,-0.0417481010107788
0.558115097560085,0.860417647252079,-0.0985898080207084,1.5757153536275,0.536339290214247,0.131026882624129,-1.00420888564066
0.981553302664528,-0.996198845786342,-0.155391775572634,-0.0720194750158897,0.433709537414234,1.77013586033133,1.00972537640725
-0.567709847518499,-0.919394685804186,-0.80615,-1.49953165619215,-0.24649,-0.261461302187696,-0.432842288440033
0.663537443916363,0.938780308728286,-0.855920430820421,-0.214126107998391,0.41667,0.209644306389939,0.228377106702362
0.14143,0.836613426435961,-1.04122365196277,-0.0120673307461495,0.41667,0.0087273702205576,0.0701987417149465
-0.01928,-0.14277,0.267231992730398,-0.802685527400828,-0.657300382921388,0.0504757114456574,0.172795913751123
-0.61395885468087,-0.984887329610412,-0.80615,-1.48929668187874,-0.24649,-0.239158696385536,-0.451034116817516
0.872179422335053,-1.21511143975648,0.733086451392872,1.01441357543541,1.23461,0.209014855334191,1.86203
0.0709516329829566,-0.256865669641738,-0.516115190010813,-1.1041429107617,0.556978730184373,0.0366884124005817,-1.37983
0.768347425246408,-1.25282882588786,0.226928451891362,0.533888023213009,0.752461885963986,1.37025855957566,1.34893619365773
0.077161234214504,-0.222762635933006,0.130749794148144,-0.949611800136977,-0.746216736277361,0.766876522094398,0.852502227962626
0.499512131604169,-1.5764183858637,0.709003204521588,1.29788816326054,1.15438270662445,0.866045763608987,1.77665348159777
0.474827524724662,0.41779121129007,1.01735420250585,-1.12064504262892,0.58981111220883,1.18400856698504,0.180462747737511
0.730126548525093,0.289835379371071,1.05937410155322,-1.27659381164914,0.869984430385299,1.50455791297684,0.484911580886784
-0.699559602952796,-0.0309400647868043,-1.3827248371435,-1.50477333718495,0.794977618800058,-0.52593,-1.17234909177002
-0.764353198829258,-0.670848042037178,-1.15059350240819,-0.345199223077886,0.0442577580897454,0.285044570738349,0.656963336444634
-0.246557627463323,-0.297777992008565,0.710469156013357,-0.147697643761891,-1.51587260337976,0.07987,0.328503395721969
0.858521135628523,1.07094245209748,-0.715557489473814,-0.236255604194334,0.41667,0.258109183962817,0.115827860370295
1.03836258281671,-0.00665,0.961165872782407,-0.985961136637798,-0.487016201997569,0.765408040370751,-0.513017004156777
-0.317362251157113,-0.0422666123318039,1.01810320248586,-0.247832499768775,0.0768767238448568,0.010746300767579,0.658691027110983
-0.119354481462775,0.228404659346564,1.05951669936787,-0.207711296330834,0.102419327245695,0.179381032793459,0.754692310488741
1.24700735473779,-0.840662320399392,0.669657995030425,0.63110401894073,1.23461,-0.280157794895853,1.86203
0.44447417098019,-0.0039765294711962,0.478367882565613,-0.45530605802118,-0.345405202243579,0.0829682592075107,-0.21712
0.305914193711651,-0.047602125109045,0.429778450691928,-0.545797544095714,-0.447349747564746,0.07987,-0.093830396196836
0.347196851814381,-0.0355207813536568,0.443464486594667,-0.518483163103055,-0.418037489346597,0.07987,-0.13020223480217
1.17370672922825,-0.0635637813539995,1.13733938752255,-1.62281349418449,1.25333201847024,1.82741221643314,0.936754800178852
1.04793513559861,-1.03953335081405,0.703345035064245,0.834680853621937,1.23461,-0.0203567592599682,1.86203
-1.07231370948891,-1.63395793857305,-0.80615,-1.387862068398,-0.24649,-0.018126759237108,-0.631325832602469
0.0801294642335726,-0.113677883233776,0.354926247468056,-0.695186425691996,-0.607665497478598,0.07987,0.105095887079057
0.482791905970501,0.999692326736448,-0.160303923115667,1.370147206368,0.514706952204132,0.0683408357228005,-1.07210903692433
1.31386160460025,0.101621987949746,-0.736914742497602,-0.0096925075203692,0.193646343988816,1.92173,0.644193128503989
0.0325534713196973,0.184138200015268,1.06517120911804,-0.30746842166842,0.570470488772002,1.07656289977514,-0.21712
-1.26572663520698,2.00418238869039,0.801396657945998,-0.0415125825777342,-0.163533632373903,-1.1587453984538,0.171985355851086
0.799147232178737,-1.21575595559042,0.17169831783121,0.446358381955969,0.706414793297279,1.42802499551561,1.29993366236173
-0.352462769071452,0.0150756686629937,-1.06843511172597,-0.326464233987163,-0.0231344075907492,0.26484828515322,0.52975
-0.730501075370584,-0.480289610507829,-1.00478078423944,-0.422857373886506,-0.237762577474009,0.368759921953607,0.565498829401889
0.362256800987693,0.373702504769927,1.03277614459664,-0.0535975558867863,0.323546886332043,0.243201165852078,1.04853784379691
-0.533360780911876,-0.0921993226869505,-1.16884593961108,-1.35119743813927,0.862475081093292,-0.333569448876273,-1.37983
0.364545632948003,-0.0304436715393928,0.449215958335481,-0.507004463827859,-0.405719194553334,0.07987,-0.1454872744869
-0.196476896417033,0.58489,0.662835774933041,-0.0764957888816773,0.417251265809821,0.870437828731106,1.11530699306963
-0.958406088667824,1.35271866040483,0.483658387221789,0.94352874661784,-0.229203496187466,1.40065612331611,0.618451293503602
0.833812505787946,0.282212325890899,0.555092691805266,0.673698529021594,-0.591642018579123,0.803476896101541,0.19268
1.6418447173134,0.38228317530772,0.83997960508156,1.19027897943078,-1.05869203890427,1.65875161979118,0.877374744141574
-0.58331,1.30612,-0.692406988025786,-1.00755083516976,-0.0001192700419024,-0.743162952180526,-0.71126
0.58331,-0.1167721220438,0.132918520050118,-0.390126601592651,-0.267951972710149,0.862518069613513,0.19268
0.422848229704045,-0.116449618933298,-0.410545655183901,0.462023047525459,-1.10938028319865,-0.153424801557101,-0.71126
0.58331,-0.2863750869791,0.0793965398521216,-0.292969634313854,-0.301006313994583,1.01209303465726,0.19268
0.95901832989313,-0.571738671454243,-0.758376234783268,1.806906166415,0.045779565668331,0.636542202465396,-0.127389568870712
-0.508212698454711,0.630997713454564,-0.866944960926695,-1.42089256311605,-0.451007157840862,-0.486425785509691,-0.71126
0.258020456974615,1.96756963832144,-0.15487,-0.0228583700518392,-0.0473037354017807,-1.18441768326057,-1.14175441196648
0.303749773678198,-1.13949614743216,-1.23177,-0.0315574061670758,1.13130483207027,1.90122980697753,1.87604847765979
0.0061385797762995,-0.93005839041169,-0.127444030960323,-1.95239467449031,0.502361633210386,0.294468615776219,0.471310962233997
0.88309,-0.514892546251558,-0.0564290751889638,-2.03124192300056,0.970873156190666,-0.114461396372217,0.150374471011909
-0.444026000499619,-0.174144142028553,-0.753342234925673,0.13136,-0.737656159982727,-0.84637,-1.02915742027501
-0.854865652453566,-0.403523801757723,-0.974244101365955,-1.06979036579756,0.506031026823328,0.40789277373462,-0.209898757209147
-0.925651568498809,-0.38207693048496,-1.22241055348739,-1.01782294694432,0.362323434159047,0.468051131940138,-0.142156134675015
0.417331439657434,-0.743311683362394,-0.12731322443006,-0.481850138779128,0.55377886946027,0.40148,-0.0774226355148425
0.131272923228706,0.0812446464369044,0.47617,0.279948190263732,-0.833436171491442,0.183968479219969,-0.0844762489215409
-0.569548259796805,-0.605263825005737,-0.700845521999499,0.13136,-0.684119533780508,-0.84637,-1.34518233798663
0.0991610077502694,1.93229314390124,1.62509688380689,0.209575423517238,-1.05308,0.857902868845536,0.443918274498778
0.789108059671592,-0.40581,-0.423093750565833,0.13136,0.196639685982493,-0.21575,0.0904716235491704
-0.139336642491872,-0.535162375660825,-0.349148326716512,1.21536046348872,-0.728898433474355,0.099700325681786,-0.71126
0.58331,-0.227242187313648,0.0575419150137749,0.159717537862941,-0.771775323794789,-1.30702713242242,0.0288561821702131
1.77958792115905,0.312777097570786,0.909342551910934,1.3375606833101,-1.33732519027969,1.80765689814432,1.11226538114087
0.999505996136057,-1.85574885673959,0.744213957439339,-0.28786071527193,0.342129164410007,0.979812813754846,1.39786903291775
0.190191249695825,0.368552736584653,1.22850052984857,0.489376542176247,-1.44324576688948,-0.319599126084453,0.19268
0.416745795525722,0.0423376980480609,0.518743410299026,-0.416541042647121,-0.435505188179581,0.7654,1.03608431604799
0.0685598040273555,-0.901400806828743,-0.118136273754725,-1.96136940239074,0.531443446703266,0.25815135817453,0.451478066846862
0.766141333023497,-0.398003819717612,-0.145352043634416,0.13136,0.04257,-0.197963172382615,-0.192463204256802
-0.754073169189682,-1.0145,-0.194579253357785,0.59042,0.705631849242769,0.124661291289272,0.52975
0.474909427345076,-0.417351427605736,-1.26234307131271,-3.07925358177057,0.4584745825624,1.2247,1.65466500449014
0.130457070760799,0.098359025594195,1.11713715572913,0.362194075814589,-0.495306908776451,1.92173,0.983278915594931
0.44585,0.630588092346474,1.40255578667502,0.359870543226623,-0.957103388845016,-0.140055403010335,-0.0387771882918543
-0.056062992739353,0.0118001540802366,0.417898631342793,0.169212667012261,-0.823744412392229,0.119503403561054,-0.166618557944965
0.832630574716271,-2.0588552758811,0.700762697402838,0.25434259488972,-1.13947082787014,1.81470264090771,1.86203
1.02127751734874,1.26667729745022,0.676175853617753,0.690201892725075,0.768353339032034,0.484909167753063,0.88113
0.193412579665733,0.0638824686574535,0.47617,0.341276917036852,-0.850740902853186,0.22693439177498,-0.0297284768838449
0.132451594906741,-0.108495112101585,0.994135662214386,0.252128264634717,-0.59509084280539,0.7654,0.88113
1.1711882811956,-0.716691214631555,-0.720121129978263,1.01579648250718,0.130173117987096,0.7654,0.323647120862043
0.455679974798681,-0.382582632021267,-0.399165553624104,-1.57921257916948,0.748843135819482,-0.21575,-0.04348296999636
0.323262307316127,1.17341877779457,1.40596779719552,0.35756621141449,-1.05308,0.163888900794368,0.281516741497975
1.07562508312824,-0.978248144211245,-0.920076180095709,0.642200496941014,0.38179512672247,0.7654,0.504661378645487
-0.222702974741071,-2.65334050924795,-1.82463148689377,-0.441218336797706,1.71091470252957,1.27987558255921,1.29221
-1.00134627444591,-1.64101,-1.17129934462693,-0.128919909007924,2.26091328747289,-0.161845838004525,1.12818796849307
-0.150870307871056,-0.610603529014931,-1.13889705465793,-2.13591380192684,0.265208145233749,1.2247,1.86203
-0.847917484647364,-0.403961081697483,-0.94479095038544,-1.07656934407511,0.519565327856557,0.397184215545301,-0.215221796972714
-0.401077700422372,-1.0145,-0.344902716167421,0.59042,0.592752172659074,0.294223331392411,0.52975
0.46068079634324,0.984450150009331,0.867842027067176,-0.273659648045922,0.908931898764224,0.374736786283246,0.607010762897315
-0.222465005173003,-0.334740755651043,-1.32335485754654,-0.81842021427732,0.154242897446122,0.40148,-0.487801026688711
0.88309,-0.433130930662419,-0.445455466627027,-1.72367467488088,1.3611632095599,0.545028977972437,-0.125076943559195
0.363091248581879,0.0581178757452227,0.480395490013417,-0.453527807254173,-0.463696045796925,0.7654,1.08599902401775
0.753769990884847,-0.78155,0.0517966996615163,-0.482408103788021,-0.310010726675418,0.470875075303921,0.95951790821042
0.316208408964657,-2.22853912890222,-1.27414619754973,-0.373233421514714,1.65872666504684,1.59268517724998,1.29221
1.04567450774183,-0.118354614034886,1.44965489270024,0.752223168177177,-1.05308,0.0718598826961202,0.520616753806851
-0.97631,-0.73287726345487,0.32197,0.432939861420427,0.04257,0.547612013319487,-0.51061048394233
0.956922209775397,-0.363241364554499,-0.102966713109883,0.13136,0.04257,-0.118754932862656,-0.0826616463267589
0.58331,-0.00665,0.525815510974313,-0.337802309500769,-0.323814447723757,0.7654,0.717153064388381
0.797992764206958,-1.68878594313151,-0.670159294052483,0.648655776303717,-0.134305329971788,1.92173,1.86203
0.88309,-0.631433335267586,-0.595176818068126,1.18735987908111,0.969498382927857,-0.21575,0.851084012428357
